,userId,beer_beerid,beer_name,brewery_name,beer_style,beer_abv,review_overall,review_time
1431849,6116,8172,Stone House Imperial Stout,Gilded Otter Brewing Company,Russian Imperial Stout,8.5,3.0,1066740631
1431856,6116,8604,Unquamonk Amber Lager,Northampton Brewery,Märzen / Oktoberfest,,4.0,1065099238
1431858,6116,8669,Sun Lager,Mendocino Brewing Company,American Adjunct Lager,,2.5,1065186703
1431861,6116,8721,Bonnie And Clyde IPA,Big House Brewing Co.,American IPA,,3.5,1060091004
1431863,6116,8740,Dr. Bowle's Elixir,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Pale Ale,,3.5,1065189273
1431871,6116,10103,Hop Maniac IPA,On Tap,American IPA,6.6,4.0,1075441432
1431874,6116,10127,White Star XPA,Santa Barbara Brewing Company,American Pale Ale (APA),5.5,4.0,1081490590
1431878,6116,11526,Skinner,Gem Of The Sea Brewing Co.,American Adjunct Lager,5.1,3.0,1075859160
1431880,6116,11706,Easy Rider APA,Church Brew Works,American Pale Ale (APA),5.0,3.5,1060702907
1431882,6116,11876,American Bright Ale,Davidson Brothers Restaurant & Brewery,American Blonde Ale,,2.5,1066398508
1431886,6116,11976,Blind Rock Maibock,Cooper's Cave Ale Company,Maibock / Helles Bock,6.2,3.0,1060269205
1431888,6116,12077,Funny Cide Light,Sackets Harbor Brewing Co.,Light Lager,,1.5,1060950270
1431896,6116,12097,Solomon,Gem Of The Sea Brewing Co.,American Amber / Red Ale,,3.0,1075859054
1431903,6116,12220,Coopers Cave Vienna Lager,Cooper's Cave Ale Company,Vienna Lager,,3.5,1061553545
1431907,6116,12306,Envy,Magic Hat Brewing Company,Rye Beer,,3.0,1064429228
1431911,6116,12390,Radeau Red Ale,Cooper's Cave Ale Company,American Amber / Red Ale,5.5,2.5,1066744411
1431914,6116,12401,Bumppo's Brown Ale,Cooper's Cave Ale Company,English Brown Ale,4.0,2.5,1066744299
1431918,6116,12598,New World Pale Ale,Maplewood Farms Restaurant & Brewery,American Pale Ale (APA),,3.0,1063025046
1431920,6116,12676,Dawn's Dry Stout,C.H. Evans Brewing Company,Irish Dry Stout,4.2,4.5,1063282372
1431925,6116,12931,Pub-fest,The Vermont Pub & Brewery,American Amber / Red Ale,,3.0,1064494628
1431934,6116,13673,Smoked Lager,Troy Pub And Brewery,Smoked Beer,,2.5,1066655617
1431936,6116,13674,Black Forest Weizen Bock,Black Forest Brew Haus,Weizenbock,,2.5,1066655999
1431941,6116,13675,April Showers Spring Wheat,Chelsea Brewing Company,American Pale Wheat Ale,,2.5,1066656694
1431945,6116,13693,Pier 59 Pale Ale,Chelsea Brewing Company,American Pale Ale (APA),,3.0,1066740179
1431951,6116,13695,Awosting Amber,Gilded Otter Brewing Company,American Amber / Red Ale,,3.5,1066740789
1431954,6116,16353,K8,Brouwerij Van Honsebrouck N.V.,Fruit / Vegetable Beer,8.0,4.0,1078545920
1431956,6116,16390,Fodenator Doppel Bock,Port Brewing Company / Pizza Port,Doppelbock,,3.5,1081008061
1431958,6116,16537,Drake's Belgian Ale,Drake's Brewing Co.,Belgian Strong Pale Ale,7.1,3.5,1079309818
1431965,6116,17441,Beerocracy,Russian River Brewing Company,American Pale Ale (APA),5.5,4.0,1084168524
1431969,6117,58957,Lente Hop,Brouwerij De Molen,American IPA,6.2,3.0,1307233465
1431971,6117,66371,List & Bedrog Oak Aged,Brouwerij De Molen,Russian Imperial Stout,11.9,4.0,1302391763
1431977,6121,1551,Stoudt's Y2K I.P.A.,Stoudts Brewing Co.,American IPA,,2.5,1189859670
1431980,6121,11598,Whacky Wheat Ale,Stewart's Brewing Co.,American Pale Wheat Ale,,4.0,1150672265
1431983,6121,23412,Lockjaw Double IPA,Stewart's Brewing Co.,American Double / Imperial IPA,8.5,4.0,1159818724
1431987,6121,31480,Jakeldricka,Heavyweight Brewing Co.,Herbed / Spiced Beer,7.5,2.5,1154871029
1431990,6121,33149,Stewart's Bourbon Aged Barleywine,Stewart's Brewing Co.,American Barleywine,11.5,3.5,1270596930
1431995,6121,34607,Scrooge,Iron Hill Brewery & Restaurant,American IPA,7.0,4.5,1168024351
1431998,6121,35382,Bourbon McBride's Strong Ale,Stewart's Brewing Co.,Old Ale,,3.5,1186239070
1432002,6121,35776,Conundrum Quad,Stewart's Brewing Co.,Quadrupel (Quad),11.5,4.5,1191257663
1432005,6121,35979,Drop It Like A Hop,Iron Hill Brewery & Restaurant,American Brown Ale,5.4,4.5,1174507335
1432007,6121,38567,Hopkowski,Iron Hill Brewery & Restaurant,American Amber / Red Ale,8.0,4.0,1189289250
1432016,6121,50638,CBC Tradition Pils,Victory Brewing Company,Czech Pilsener,,3.0,1251135495
1432019,6122,51818,Tusker Lager,Vanuatu Brewing Ltd.,American Pale Lager,5.0,3.0,1263957773
1432027,6128,65602,DFG IPA,The Bier Brewery,American IPA,9.2,5.0,1317865559
1432029,6128,69962,PDG Pale,The Bier Brewery,American Pale Ale (APA),6.3,4.5,1318181565
1432031,6128,73262,Brussels Blonde,The Bier Brewery,Belgian Pale Ale,5.3,5.0,1317865316
1432035,6136,65250,Red Flannel Ale,Penobscot Bay Brewery,American Brown Ale,,4.5,1307494267
1432038,6136,65423,Hop Project #42,Yazoo Brewing Company,American IPA,,4.5,1297047050
1432042,6136,67266,Jack Mormon Coffee Stout,Epic Brewing Co.,American Double / Imperial Stout,8.1,4.5,1309305313
1432046,6137,1759,Willimantic Commemorative IPA,Willimantic Brewing Co.,American IPA,7.2,4.0,1226733005
1432056,6137,50338,Takashi Imperial Stout,Tamamura Honten,Russian Imperial Stout,9.0,4.0,1278810451
1432059,6140,46232,Great Crescent Blonde Ale,Great Crescent Brewery,American Blonde Ale,,4.5,1238083791
1432063,6140,46234,Great Crescent Mild Ale,Great Crescent Brewery,English Dark Mild Ale,,4.5,1297572704
1432069,6140,55755,Quaff Bros Tripel Rot,Mt. Carmel Brewing Company,Tripel,8.8,3.0,1271775667
1432077,6143,12091,Flagstaff Bubbaganouj IPA,Flagstaff Brewing Company,English India Pale Ale (IPA),6.2,4.5,1274075160
1432082,6143,12448,Morro Bay IPA,Morro Bay Brewing Company,American IPA,6.7,1.5,1172520059
1432084,6143,26178,Butt Crack Brown,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Brown Ale,5.5,4.0,1271882524
1432089,6143,29021,Boiler Room Pale Ale,Pints Brewery & Sports Bar,American Pale Ale (APA),,4.0,1145212696
1432093,6143,37086,Furving,Steelhead Brewing Co.,American IPA,7.1,4.5,1211147026
1432095,6143,56891,Udaho Gold,Salmon River Brewery,American Blonde Ale,5.0,3.5,1281755236
1432097,6143,57712,Pinot Noir Barrel Aged Twisted Monkey Belgian Triple,Kern River Brewing Company,Tripel,,4.5,1264831112
1432099,6162,23910,Blanche De Kingsey,Multi-Brasses,Witbier,4.8,2.0,1297551844
1432103,6162,38348,IPA Impériale,Microbrasserie du Lièvre,American Double / Imperial IPA,8.5,4.0,1301434798
1432112,6162,48081,Gros Mollet,Microbrasserie Du Lac-Saint-Jean,Belgian Strong Dark Ale,7.8,3.5,1305328854
1432122,6162,51411,Black Creek Pale Ale,Black Creek Historic Brewery,English Pale Ale,5.0,3.5,1318728859
1432145,6162,58168,Screaming Beaver,Beau's All Natural Brewing Company,American Double / Imperial IPA,8.0,3.5,1308102466
1432153,6162,58998,L'Herbe à Détourne,Brasserie Dieu Du Ciel,Tripel,10.2,4.0,1299436550
1432159,6162,65928,I.P.A. Belge 2010,Boquébière,Belgian IPA,9.0,3.0,1299021369
1432166,6162,68964,La Solidaire,Microbrasserie La Chouape,American Blonde Ale,5.0,3.0,1305155930
1432168,6163,2279,Holiday Cheer,General Lafayette Inn & Brewery,Fruit / Vegetable Beer,6.8,3.5,1165374713
1432174,6163,10874,Nude Beer,Coast Range Brewing Co.,American Pale Ale (APA),,3.0,1146793035
1432180,6163,19445,Left Coast Gold,Left Coast Brewing Company,Cream Ale,4.5,4.0,1188847190
1432184,6163,21862,Dry Hopped Imperial Pale Ale,Maritime Pacific Brewing Company,American Pale Ale (APA),7.5,5.0,1165700209
1432192,6163,24338,Mac Frost Winter Ale 2004,Portland Brewing Company,Winter Warmer,,4.5,1147492215
1432198,6163,32380,UCIPA,Steelhead Brewing Co.,American IPA,6.9,5.0,1157256017
1432203,6163,33710,Karl Strauss Barleywine,Karl Strauss Brewing Company,American Barleywine,8.0,4.5,1163383728
1432208,6163,35012,Arnold Stoutzeneggar,Back Street Brewery,American Double / Imperial Stout,9.1,4.5,1170130011
1432212,6163,35705,Karl Strauss ESB,Karl Strauss Brewing Company,Extra Special / Strong Bitter (ESB),5.8,4.5,1172990523
1432214,6163,35890,Rambler,Back Street Brewery,American Double / Imperial IPA,9.0,5.0,1174365024
1432221,6163,36322,Ringneck Imperial Oatmeal Stout,The Brew Kettle Taproom & Smokehouse / Production Works,Russian Imperial Stout,,4.0,1189479149
1432224,6163,37495,Carolina 12th Anniversary - Imperial Pilsener,Carolina Brewing Company,American Double / Imperial Pilsner,8.1,4.5,1198299828
1432233,6170,33588,Riedenburger Pils Organic,Riedenburger Brauhaus,German Pilsener,4.7,3.5,1217106951
1432239,6193,3186,Celtic Irish Red,John Harvard's Brewery & Ale House,Irish Red Ale,4.9,4.5,1045912634
1432255,6193,4664,Dogs Hair,Wickwar Brewing Company,English Pale Ale,4.0,3.5,1024926268
1432258,6193,6185,Crew Lager,Pennsylvania Brewing Company,Light Lager,4.5,3.5,1034893090
1432264,6193,6748,Strong Ale,Fancy Pants Brewing Company,American Strong Ale,,4.0,1050238249
1432266,6193,7178,Old Percolator Coffee Porter,Stewart's Brewing Co.,American Porter,5.6,4.0,1062959428
1432272,6193,8398,Blueberry Lager,John Harvard's Brewery & Ale House,Fruit / Vegetable Beer,,4.0,1044637793
1432274,6193,8592,Night Flight,Pittsburgh Brewing Co.,American Malt Liquor,,3.0,1045422056
1432278,6193,9559,Golden Apricot Ale,John Harvard's Brewery & Ale House,Fruit / Vegetable Beer,,4.5,1051289905
1432283,6193,9850,Philadelphia Irish Amber,Red Bell Brewery & Pub,Euro Dark Lager,,4.0,1052758500
1432285,6193,10507,Draught House Brown Ale,John Harvard's Brewery & Ale House,English Brown Ale,,4.0,1056126424
1432287,6193,11472,Dakota Light,Matt Brewing Company,Light Lager,,2.0,1058402598
1432290,6193,16648,Rudy's Kung Fu Grip,Nodding Head Brewery and Restaurant,American Strong Ale,11.0,4.0,1139672220
1432298,6193,16834,Gang Aft Agley (whiskey Barrel Aged),Sly Fox Brewing Company,Scotch Ale / Wee Heavy,,3.5,1080456017
1432304,6193,21255,Chuck,Heavyweight Brewing Co.,American Brown Ale,5.0,4.5,1105232588
1432309,6193,26778,New London Lager,Scrooge & Marley Brewing Co.,American Adjunct Lager,,3.0,1133639458
1432319,6193,30885,Doug's Colonial Ale,Heavyweight Brewing Co.,Extra Special / Strong Bitter (ESB),4.7,4.5,1154133568
1432323,6193,33119,Abockalypse Now,John Harvard's Brewery & Ale House,Bock,9.0,4.0,1077240374
1432327,6206,2626,Oh Be Joyful,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Brown Ale,,4.5,1286310066
1432332,6206,28846,Harmony Wheat,Hereford & Hops Restaurant & Brewpub,American Pale Wheat Ale,,4.5,1209387883
1432336,6206,31346,Cashel Bay Stout,Hereford & Hops Restaurant & Brewpub,Irish Dry Stout,,4.0,1209387380
1432340,6206,31353,Blackbird Stout,Hereford & Hops Restaurant & Brewpub,Oatmeal Stout,,3.5,1209388259
1432342,6206,38071,Fuggly ESB,Rivertowne Pourhouse,Extra Special / Strong Bitter (ESB),5.2,4.5,1287829859
1432344,6206,41053,Rye Weiss,John Harvard's Brewery & Ale House,Rye Beer,,3.5,1219695817
1432346,6206,42496,Iron Arm Belgian Wheat,Barley Creek Brewing Company,Witbier,,4.0,1210598023
1432351,6206,51386,Pack-A-Wallop S.P.A.,Fat Heads Brewery & Saloon,American Pale Ale (APA),6.0,4.5,1257339551
1432363,6206,51389,Bumbleberry Honey Blueberry Ale,Fat Heads Brewery & Saloon,Fruit / Vegetable Beer,5.1,4.0,1304778031
1432375,6206,52067,Prohibition Pauly Pale Ale,Fat Heads Brewery & Saloon,American Pale Ale (APA),5.8,4.5,1293199863
1432379,6206,54421,Happy Holidays Christmas Ale,Fat Heads Brewery & Saloon,Winter Warmer,7.0,4.0,1261657111
1432385,6206,54972,Voodoo Monkey Chocolate Stout,Fat Heads Brewery & Saloon,American Stout,4.8,4.0,1317425788
1432392,6206,55360,Pimp My Sleigh,Fat Heads Brewery & Saloon,Belgian Strong Dark Ale,9.3,4.0,1324736603
1432396,6206,55362,Starlight Keller Lager,Fat Heads Brewery & Saloon,Munich Helles Lager,5.2,4.5,1283166900
1432402,6206,58669,Bean Me Up Coffee Stout,Fat Heads Brewery & Saloon,American Stout,6.5,4.0,1315868754
1432409,6206,60638,Gettin' Ready Rye,Rivertowne Pourhouse,Rye Beer,5.2,4.0,1287828726
1432411,6206,60923,AZO (All Zoned Out) Imperial Red,Full Pint Brewing Company,American Double / Imperial IPA,9.0,4.0,1291500054
1432415,6206,62338,Double Chocolate Milk Stout,Lancaster Brewing Company,Milk / Sweet Stout,6.7,4.0,1289162010
1432423,6206,63497,Yakima Hop Stalker IPA,Fat Heads Brewery & Saloon,American IPA,7.1,4.5,1298814700
1432434,6206,64893,Sorcerer,Fat Heads Brewery & Saloon,Belgian Strong Dark Ale,9.0,4.0,1298737331
1432444,6206,66870,Basil,Beaver Brewing Company,American Amber / Red Ale,5.1,4.5,1301866643
1432448,6206,68027,Session Ale #55 Wheat Hop,East End Brewing Company,American Pale Wheat Ale,4.0,3.5,1303566483
1432452,6206,68643,Stone Age,Fat Heads Brewery & Saloon,American Double / Imperial Stout,9.1,3.5,1304777583
1432458,6206,69710,Saison De Beaver,Beaver Brewing Company,Saison / Farmhouse Ale,5.8,4.0,1312588717
1432462,6206,69753,Session Ale #57: Obstacle Delusion,East End Brewing Company,English Dark Mild Ale,4.5,4.0,1307318427
1432464,6206,71750,Roggenator,Beaver Brewing Company,Roggenbier,4.6,4.5,1312588074
1432467,6206,72730,Lucifer's Lunacy,Fat Heads Brewery & Saloon,Wheatwine,10.2,4.5,1315870977
1432470,6206,73644,BlackberrRye Ale,East End Brewing Company,Fruit / Vegetable Beer,3.7,3.5,1317424578
1432472,6206,75966,Pecan Pie Nut Brown Ale,Beaver Brewing Company,American Brown Ale,,4.5,1325958545
1432474,6207,711,Steenbrugge Abbey Tripel,Brouwerij De Gouden Boom,Tripel,8.5,3.5,1068512293
1432484,6207,5098,La Kamour,Micro-Brasserie Breughel,Witbier,3.5,1.5,1101262749
1432488,6207,5100,Breughel Double,Micro-Brasserie Breughel,Dubbel,6.0,3.0,1102467305
1432492,6207,5102,Breughel Gueuze,Micro-Brasserie Breughel,Gueuze,4.5,3.5,1101432171
1432504,6207,6408,Seigneuriale,La Brasserie Seigneriale,Belgian Strong Dark Ale,7.5,3.5,1059612957
1432509,6207,6679,Chat-O,Alley Kat Brewing Company,Oatmeal Stout,5.5,3.5,1073086858
1432519,6207,7915,Sailor Hägar's Belgian Wit,Sailor Hägar's Brewpub,Witbier,4.75,4.5,1089756828
1432521,6207,9159,Natureland Organic Lager,Pacific Western Brewing Company,American Adjunct Lager,5.0,3.5,1086453705
1432527,6207,9296,Alpine Lager,Moosehead Breweries Ltd.,American Adjunct Lager,5.0,2.5,1094487455
1432546,6207,9600,Ceres Red Erik,Ceres Brewery (Royal Unibrew),Fruit / Vegetable Beer,6.5,1.5,1308977842
1432557,6207,11304,Polar Bear Lager,Bear Brewing,American Adjunct Lager,5.0,2.5,1057593949
1432560,6207,11367,Madison Biere,Les Brasseurs de Gayant,Euro Strong Lager,7.2,3.0,1057858907
1432562,6207,11397,Cloister,Durham Brewery Ltd,American Blonde Ale,4.5,3.5,1325913870
1432570,6207,11850,Frontier Pilsner,Fort Garry Brewing Company Ltd.,American Pale Lager,5.0,3.0,1059691412
1432575,6207,12384,Fiji Export Bitter,"Carlton & United Breweries, Ltd.",American Adjunct Lager,4.6,1.0,1081891745
1432579,6207,12385,Fiji Gold,"Carlton & United Breweries, Ltd.",Light Lager,4.4,1.0,1081890802
1432585,6207,14385,Beavertail Raspberry Ale,The Grizzly Paw Brewing Company,Fruit / Vegetable Beer,5.0,2.5,1121993768
1432591,6207,17106,Alligator Blackened Lager,Alley Kat Brewing Company,Schwarzbier,5.0,3.5,1081887287
1432596,6207,17107,Original Litovel Classic,Pivovar Litovel,Czech Pilsener,4.2,1.5,1081888976
1432602,6207,17337,Black Oak Winter Ale,Black Oak Brewing Co.,Winter Warmer,5.7,3.5,1085610687
1432604,6207,18291,Jamaica Stout,Desnoes & Geddes Limited,Foreign / Export Stout,8.0,2.5,1113962860
1432609,6207,19440,Zhujiang Gold Lager,Ningbo Lion Brewery,Euro Pale Lager,4.3,2.0,1113522969
1432613,6207,19746,Great Western Premium Honey Wheat,Great Western Brewing,American Adjunct Lager,5.0,3.0,1094484847
1432616,6207,22295,Minoh Cabernet Ale,A.J.I. Beer Inc,Fruit / Vegetable Beer,,3.0,1260169527
1432622,6207,23127,Rani Lager,Mountain Crest Liquors,American Adjunct Lager,5.0,2.0,1113350334
1432624,6207,24050,Liplock Summer  Wheat Ale,Nelson Brewing Company,American Pale Wheat Ale,4.5,2.0,1180813163
1432630,6207,24539,West Coast Wheat Wine,Baird Brewing Company / Fishmarket Taproom,Wheatwine,10.5,4.5,1324776223
1432642,6207,24540,Country Girl Kabocha Ale,Baird Brewing Company / Fishmarket Taproom,Pumpkin Ale,5.7,4.0,1304638850
1432645,6207,28070,Coach Pale Ale,Wildwood Brewing Co.,American Pale Ale (APA),,4.0,1138568272
1432649,6207,28073,Kipper Pilsner,Wildwood Brewing Co.,Czech Pilsener,,4.0,1138570407
1432654,6207,29475,Royal Dutch Post Horn,Oranjeboom Bierbrouwerij B. V.,Euro Pale Lager,5.0,2.0,1143600403
1432659,6207,30872,Bighorn Bitter Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue,English Bitter,5.0,4.0,1149377586
1432661,6207,33060,Radiator Doppelbock,Alley Kat Brewing Company,Doppelbock,6.5,3.5,1168716936
1432670,6207,33794,Cheetah Lager,Cool Beer Brewing Co.,American Adjunct Lager,4.8,2.0,1163718313
1432675,6207,35823,Sherbrooke Shamrock,Alley Kat Brewing Company,Euro Strong Lager,7.1,4.0,1195085771
1432684,6207,36400,Weizen Heimer,Half Pints Brewing Company,Hefeweizen,5.0,3.0,1276063594
1432705,6207,36948,A.F.O.,Birrificio Del Ducato,American Pale Ale (APA),5.4,3.0,1318107259
1432713,6207,36951,Herbstweizen Krystal Weizen,Alley Kat Brewing Company,Kristalweizen,5.1,3.5,1195339090
1432719,6207,39743,Sherbrooke Chocolate Cherry Ostiarius,Alley Kat Brewing Company,American Porter,6.5,5.0,1210295603
1432730,6207,40347,961 Stout,961 Beer,English Stout,7.5,3.0,1240024776
1432736,6207,41510,Sherbrooke Big Al's Red Kiss,Alley Kat Brewing Company,American Amber / Red Ale,5.1,3.5,1210893963
1432739,6207,42557,Minoh W-IPA,A.J.I. Beer Inc,American Double / Imperial IPA,,3.0,1264138967
1432753,6207,42843,Edel Tropfen,Ankerbräu Nördlingen,Dortmunder / Export Lager,5.5,3.5,1211607695
1432755,6207,43706,Pi Jiu,Alley Kat Brewing Company,Herbed / Spiced Beer,5.0,4.0,1215919015
1432758,6207,44318,Sherbrooke Rye Dawn (Barrel #1),Alley Kat Brewing Company,American Strong Ale,9.8,3.5,1221704316
1432760,6207,44502,Rousse,Les Trois Mousquetaires,American Amber / Red Lager,5.0,3.0,1253858943
1432772,6207,45123,Heatseeker,Alley Kat Brewing Company,Herbed / Spiced Beer,6.1,3.5,1224815896
1432780,6207,45796,Sherbrooke Aaiieeeeeeeeee Caramba! - Serrano Chili,Alley Kat Brewing Company,Chile Beer,5.0,3.5,1226106937
1432787,6207,45813,Shillelagh Organic IPA,Mick Duff's Brewing Company,American IPA,,3.5,1226177571
1432789,6207,45824,Snow Blind,Yukon Brewing Company,English India Pale Ale (IPA),5.5,3.5,1226220803
1432797,6207,46315,Sherbrooke Aaiieeeeeeeeee Caramba! - Thai Green Chili,Alley Kat Brewing Company,Chile Beer,5.0,3.0,1228273552
1432800,6207,50067,Hell's Gate Pale Ale,Hell's Gate Brewing Company,American Pale Ale (APA),5.0,2.0,1243795812
1432805,6207,50248,1488 Strong Ale,Tullibardine Distillery,English Brown Ale,5.0,3.5,1244008752
1432809,6207,50585,1488 Traditional Ale,Tullibardine Distillery,English Pale Ale,4.5,3.0,1245519700
1432813,6207,51061,BrewDog Paradox Longrow (Batch 018),BrewDog,American Double / Imperial Stout,10.0,4.5,1247602031
1432818,6207,51070,Raasted Oak Aged Imperial Stout,Raasted & Randers Bryghus A/S,American Double / Imperial Stout,10.0,4.5,1268293186
1432820,6207,51413,Taste 25,Alley Kat Brewing Company,California Common / Steam Beer,,3.5,1249339462
1432823,6207,52895,Russell Cactus Lime Lager,Russell Brewing Company,Fruit / Vegetable Beer,5.0,1.5,1255416739
1432827,6207,53554,Dude Limelite,Pacific Western Brewing Company,Light Lager,3.5,1.5,1256091049
1432829,6207,54254,Série Signature Oktoberfest,Les Trois Mousquetaires,Märzen / Oktoberfest,4.1,4.0,1288255193
1432843,6207,55730,Kettle Valley Amber Ale,The Tin Whistle Brewing Company,American Amber / Red Ale,5.0,3.0,1264754129
1432848,6207,56128,Raasted Pale Ale,Raasted & Randers Bryghus A/S,American Pale Ale (APA),5.0,3.0,1266208701
1432856,6207,58663,Yellowhead Premium Lager,Yellowhead Brewery,Munich Helles Lager,5.0,2.5,1278712090
1432863,6207,60679,Ise Kaydoya Imperial India Pale Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,American Double / Imperial IPA,10.0,4.0,1281241092
1432870,6207,61158,Raasted Hindbaer Trippel,Raasted & Randers Bryghus A/S,Fruit / Vegetable Beer,8.5,2.5,1282186529
1432875,6207,61160,Raasted Rug IPA,Raasted & Randers Bryghus A/S,American IPA,7.0,3.0,1296115200
1432880,6207,61211,Raasted Dunkel,Raasted & Randers Bryghus A/S,Munich Dunkel Lager,4.6,3.0,1296110099
1432884,6207,61253,Cassaro Golden Premium Pilsener,Cervecería Cassaro,American Adjunct Lager,4.9,1.5,1282436357
1432887,6207,61296,Raasted Niels Ebbesen,Raasted & Randers Bryghus A/S,Smoked Beer,5.0,2.5,1296106735
1432891,6207,62289,Glenn Sherbrooke Barrel #1,Sherbrooke Liquor Store,American Strong Ale,12.2,3.5,1286075727
1432898,6207,62424,Apple Wit,Alley Kat Brewing Company,Witbier,5.4,3.5,1287079101
1432908,6207,63861,Christmas Beeracle,Dead Frog Brewing,Winter Warmer,5.0,3.0,1308003418
1432917,6207,64564,Stoke Gold,McCashin's Brewery,American Pale Ale (APA),4.5,3.0,1301451942
1432920,6207,64747,Raasted Buur Øl,Raasted & Randers Bryghus A/S,Bock,6.4,3.5,1296546793
1432923,6207,65973,Chinese New Beer,Alley Kat Brewing Company,Witbier,5.0,4.0,1296951161
1432928,6207,66330,Mojo A'Peel,Sherbrooke Liquor Store,American Dark Wheat Ale,6.5,3.5,1298525059
1432932,6207,66992,Jarl,Fyne Ales Ltd,American Blonde Ale,4.0,3.5,1322941857
1432937,6207,68031,Single Star,Sherbrooke Liquor Store,American Stout,6.8,3.5,1302932975
1432943,6207,68323,It's Alive Hvidvinsfadlagret,Mikkeller ApS,American Wild Ale,9.0,3.5,1310894054
1432951,6207,68815,Accent Double Edged IPA,Alley Kat Brewing Company,American Double / Imperial IPA,8.0,3.5,1304823562
1432957,6207,69333,Glenda Sherbrooke,Sherbrooke Liquor Store,American Strong Ale,18.5,4.5,1306040440
1432966,6207,70031,Hurricane Jack,Fyne Ales Ltd,English Pale Ale,4.4,3.5,1322947378
1432970,6207,70613,Hawkshead Lakeland Lager,Hawkshead Brewery / Staveley Brewery & Beer Hall,German Pilsener,5.0,3.5,1309557962
1432972,6207,70834,Carinthia Helles Artisan Lager,Privatbrauerei Loncium,Keller Bier / Zwickel Bier,5.0,3.0,1310108497
1432975,6207,70835,Austrian Amber Lager,Privatbrauerei Loncium,Märzen / Oktoberfest,5.5,3.0,1310112602
1432978,6207,71816,Ragutiene,Sherbrooke Liquor Store,Baltic Porter,9.5,4.0,1323749225
1432986,6207,75089,Cringer Cranberry Ginger Ale,Alley Kat Brewing Company,Herbed / Spiced Beer,4.8,3.5,1320893748
1432991,6207,75570,Bombay 106 Original India Pale,Durham Brewery Ltd,English India Pale Ale (IPA),7.0,3.5,1321840637
1432994,6207,75596,Silenus,Sherbrooke Liquor Store,Tripel,9.0,4.0,1323841725
1432997,6207,75969,Demeter's Harvest,Half Pints Brewing Company,Wheatwine,11.0,5.0,1325746259
1433002,6207,76364,Spiced Dark Ale,Alley Kat Brewing Company,Herbed / Spiced Beer,5.0,3.5,1324448320
1433005,6207,76411,St.Ambroise Vintage Ale Millésimée 2011,McAuslan Brewing,English Barleywine,10.0,4.5,1324617010
1433008,6213,46639,Friar Mike's IPA,Vertigo Brewing,English India Pale Ale (IPA),6.1,4.5,1303965621
1433012,6248,9804,Griffin's Mild--a.k.a.--Churchill's Mild,General Lafayette Inn & Brewery,English Dark Mild Ale,4.4,4.0,1288926943
1433016,6248,28161,Saison Brune (Dark Saison),McKenzie Brew House,Saison / Farmhouse Ale,8.1,3.5,1283802975
1433022,6248,40477,Stauder Premium Pils,Privatbrauerei Jacob Stauder GmbH & Co. KG,German Pilsener,4.8,5.0,1283803609
1433026,6248,46686,Wallonia De Luxe,McKenzie Brew House,Saison / Farmhouse Ale,9.2,3.5,1294977286
1433029,6248,54100,Quadfather,Iron Hill Brewery & Restaurant,Quadrupel (Quad),9.5,3.5,1291426406
1433034,6248,55600,Cuvee McK,McKenzie Brew House,Bière de Garde,10.0,3.5,1293155017
1433041,6248,58087,Habanero Porter,Iron Hill Brewery & Restaurant,Chile Beer,5.0,3.5,1298339022
1433046,6248,58473,CBC Hersbrucker Belgian Pale Ale,Victory Brewing Company,Belgian Pale Ale,5.8,4.0,1293943383
1433052,6248,59510,White Birch Barrel Aged Brewers Reserve American Wild Ale,White Birch Brewing,American Wild Ale,7.8,4.5,1290393094
1433054,6248,61935,St. Romain Strong,McKenzie Brew House,American Barleywine,9.0,3.5,1291759398
1433062,6248,63943,Summa Ale,Victory Brewing Company,Hefeweizen,5.9,4.5,1322105329
1433066,6248,67528,Bayrisch Pale,Victory Brewing Company,American Pale Ale (APA),6.7,4.0,1301108009
1433069,6248,67529,Tettnager Trippel,Victory Brewing Company,Tripel,8.9,3.5,1301108497
1433073,6248,74089,Fond Gueuze Bierpallieters,Brouwerij Girardin,Gueuze,5.0,4.5,1325549723
1433077,6248,75487,FE 15,Iron Hill Brewery & Restaurant,Tripel,15.0,4.0,1321733929
1433081,6248,75579,Civil Disobedience #3,Hill Farmstead Brewery,Saison / Farmhouse Ale,6.5,4.0,1324598992
1433086,6248,76370,Ranch S IPA,Victory Brewing Company,American Double / Imperial IPA,9.0,3.5,1325297421
1433093,6248,76390,Armand'4 Oude Geuze Winter,Brouwerij Drie Fonteinen,Gueuze,6.0,4.5,1326245525
1433100,6253,66570,Blauwe Monnik,Sly Fox Brewing Company,American Blonde Ale,6.5,4.5,1298435600
1433102,6257,26469,Haymaker Honey Wheat,Tractor Brewing Co.,American Pale Wheat Ale,,2.0,1296436629
1433114,6266,4574,Braugold Premium Lager,Brauerei Eichhof,Euro Pale Lager,5.2,4.5,1199744595
1433123,6266,8175,Stuttgarter Hofbräu Pilsner,Stuttgarter Hofbräu AG,German Pilsener,5.0,4.0,1201124345
